sample_id,protocol,scenario,client_name,client_ip,server_name,server_ip,client_buffer_bytes,server_buffer_bytes,duration,avg_bps,total_bytes,total_packets,total_lost_or_retrans,packet_loss_rate,avg_jitter_ms,avg_rtt_ms,bdp_bytes,congestion_level,recommended_buffer_bytes,file_path
11,tcp,A,leaf01,192.168.200.7,leaf05,192.168.200.11,2097152,262144,30,222011317.92,832542442,574960,293,0.0,0.0,4.302533,119401,high,238802,./data/tcp_test_realistic/A/iperf_tcp_sample_000011_leaf01_to_leaf05_A.json
12,tcp,A,leaf01,192.168.200.7,leaf05,192.168.200.11,2097152,262144,30,235000000.0,881250000,608598,0,0.0,0.0,4.062192,119326,medium,238652,./data/tcp_test_realistic/A/iperf_tcp_sample_000012_leaf01_to_leaf05_A.json
13,tcp,A,leaf01,192.168.200.7,leaf06,192.168.200.12,2097152,131072,30,209864120.6,786990452,543501,306,0.0,0.0,4.553035,119439,high,238878,./data/tcp_test_realistic/A/iperf_tcp_sample_000013_leaf01_to_leaf06_A.json
14,tcp,A,leaf01,192.168.200.7,leaf06,192.168.200.12,2097152,131072,30,235000000.0,881250000,608598,0,0.0,0.0,4.038687,118636,medium,237272,./data/tcp_test_realistic/A/iperf_tcp_sample_000014_leaf01_to_leaf06_A.json
15,tcp,A,leaf01,192.168.200.7,leaf06,192.168.200.12,2097152,131072,30,218564360.19,819616350,566033,306,0.0,0.0,4.366435,119293,high,238586,./data/tcp_test_realistic/A/iperf_tcp_sample_000015_leaf01_to_leaf06_A.json
16,tcp,A,leaf01,192.168.200.7,leaf07,192.168.200.13,2097152,131072,30,221901811.71,832131793,574676,302,0.0,0.0,4.304477,119396,high,238792,./data/tcp_test_realistic/A/iperf_tcp_sample_000016_leaf01_to_leaf07_A.json
17,tcp,A,leaf01,192.168.200.7,leaf07,192.168.200.13,2097152,131072,30,246416188.12,924060705,638163,50,0.0,0.0,4.012335,123588,high,247176,./data/tcp_test_realistic/A/iperf_tcp_sample_000017_leaf01_to_leaf07_A.json
18,tcp,A,leaf01,192.168.200.7,leaf07,192.168.200.13,2097152,131072,30,235000000.0,881250000,608598,0,0.0,0.0,4.220816,123986,medium,247972,./data/tcp_test_realistic/A/iperf_tcp_sample_000018_leaf01_to_leaf07_A.json
19,tcp,A,leaf01,192.168.200.7,leaf08,192.168.200.14,2097152,131072,30,220050632.89,825189873,569882,294,0.0,0.0,4.338197,119327,high,238654,./data/tcp_test_realistic/A/iperf_tcp_sample_000019_leaf01_to_leaf08_A.json
20,tcp,A,leaf01,192.168.200.7,leaf08,192.168.200.14,2097152,131072,30,217407177.83,815276916,563036,311,0.0,0.0,4.389144,119278,high,238556,./data/tcp_test_realistic/A/iperf_tcp_sample_000020_leaf01_to_leaf08_A.json
21,tcp,A,leaf01,192.168.200.7,leaf08,192.168.200.14,2097152,131072,30,230733154.06,865249327,597547,89,0.0,0.0,4.165517,120140,high,240280,./data/tcp_test_realistic/A/iperf_tcp_sample_000021_leaf01_to_leaf08_A.json
22,tcp,A,leaf01,192.168.200.7,server01-1,192.168.200.15,2097152,2097152,30,235000000.0,881250000,608598,0,0.0,0.0,2.057878,60450,medium,120900,./data/tcp_test_realistic/A/iperf_tcp_sample_000022_leaf01_to_server01-1_A.json
23,tcp,A,leaf01,192.168.200.7,server01-1,192.168.200.15,2097152,2097152,30,235000000.0,881250000,608598,0,0.0,0.0,2.046558,60117,medium,120234,./data/tcp_test_realistic/A/iperf_tcp_sample_000023_leaf01_to_server01-1_A.json
24,tcp,A,leaf01,192.168.200.7,server01-1,192.168.200.15,2097152,2097152,30,235000000.0,881250000,608598,0,0.0,0.0,2.055595,60383,medium,120766,./data/tcp_test_realistic/A/iperf_tcp_sample_000024_leaf01_to_server01-1_A.json
25,tcp,A,leaf01,192.168.200.7,server01-2,192.168.200.16,2097152,65536,30,236964536.21,888617010,613685,93,0.0,0.0,2.044703,60565,high,121130,./data/tcp_test_realistic/A/iperf_tcp_sample_000025_leaf01_to_server01-2_A.json
26,tcp,A,leaf01,192.168.200.7,server01-2,192.168.200.16,2097152,65536,30,235000000.0,881250000,608598,0,0.0,0.0,2.041901,59980,medium,119960,./data/tcp_test_realistic/A/iperf_tcp_sample_000026_leaf01_to_server01-2_A.json
27,tcp,A,leaf01,192.168.200.7,server01-2,192.168.200.16,2097152,65536,30,235000000.0,881250000,608598,0,0.0,0.0,2.187331,64252,medium,128504,./data/tcp_test_realistic/A/iperf_tcp_sample_000027_leaf01_to_server01-2_A.json
28,tcp,A,leaf01,192.168.200.7,server01-3,192.168.200.17,2097152,2097152,30,235828870.3,884358263,610744,131,0.0,0.0,2.050944,60458,high,120916,./data/tcp_test_realistic/A/iperf_tcp_sample_000028_leaf01_to_server01-3_A.json
29,tcp,A,leaf01,192.168.200.7,server01-3,192.168.200.17,2097152,2097152,30,235000000.0,881250000,608598,0,0.0,0.0,2.145825,63033,medium,126066,./data/tcp_test_realistic/A/iperf_tcp_sample_000029_leaf01_to_server01-3_A.json
30,tcp,A,leaf01,192.168.200.7,server01-3,192.168.200.17,2097152,2097152,30,235000000.0,881250000,608598,0,0.0,0.0,2.075891,60979,medium,121958,./data/tcp_test_realistic/A/iperf_tcp_sample_000030_leaf01_to_server01-3_A.json
31,tcp,A,leaf01,192.168.200.7,server01-4,192.168.200.18,2097152,2097152,30,207400951.18,777753566,537122,446,0.0,0.0,2.306341,59792,high,119584,./data/tcp_test_realistic/A/iperf_tcp_sample_000031_leaf01_to_server01-4_A.json
32,tcp,A,leaf01,192.168.200.7,server01-4,192.168.200.18,2097152,2097152,30,244400866.95,916503251,632944,53,0.0,0.0,2.012156,61471,high,122942,./data/tcp_test_realistic/A/iperf_tcp_sample_000032_leaf01_to_server01-4_A.json
33,tcp,A,leaf01,192.168.200.7,server01-4,192.168.200.18,2097152,2097152,30,218944349.8,821041311,567017,349,0.0,0.0,2.179558,59650,high,119300,./data/tcp_test_realistic/A/iperf_tcp_sample_000033_leaf01_to_server01-4_A.json
34,tcp,A,leaf01,192.168.200.7,server02-1,192.168.200.19,2097152,1048576,30,235000000.0,881250000,608598,0,0.0,0.0,6.01926,176815,medium,353630,./data/tcp_test_realistic/A/iperf_tcp_sample_000034_leaf01_to_server02-1_A.json
35,tcp,A,leaf01,192.168.200.7,server02-1,192.168.200.19,2097152,1048576,30,235000000.0,881250000,608598,0,0.0,0.0,6.160645,180968,medium,361936,./data/tcp_test_realistic/A/iperf_tcp_sample_000035_leaf01_to_server02-1_A.json
36,tcp,A,leaf01,192.168.200.7,server02-1,192.168.200.19,2097152,1048576,30,235000000.0,881250000,608598,0,0.0,0.0,6.565746,192868,medium,385736,./data/tcp_test_realistic/A/iperf_tcp_sample_000036_leaf01_to_server02-1_A.json
37,tcp,A,leaf01,192.168.200.7,server02-2,192.168.200.20,2097152,65536,30,216223106.52,810836649,559970,245,0.0,0.0,6.619562,178912,high,357824,./data/tcp_test_realistic/A/iperf_tcp_sample_000037_leaf01_to_server02-2_A.json
38,tcp,A,leaf01,192.168.200.7,server02-2,192.168.200.20,2097152,65536,30,235152049.68,881820186,608991,111,0.0,0.0,6.164439,181197,high,362394,./data/tcp_test_realistic/A/iperf_tcp_sample_000038_leaf01_to_server02-2_A.json
39,tcp,A,leaf01,192.168.200.7,server02-2,192.168.200.20,2097152,65536,30,213184520.48,799441951,552100,317,0.0,0.0,6.716189,178973,high,357946,./data/tcp_test_realistic/A/iperf_tcp_sample_000039_leaf01_to_server02-2_A.json
40,tcp,A,leaf01,192.168.200.7,server02-3,192.168.200.21,2097152,1048576,30,235000000.0,881250000,608598,0,0.0,0.0,6.147977,180596,medium,361192,./data/tcp_test_realistic/A/iperf_tcp_sample_000040_leaf01_to_server02-3_A.json
41,tcp,A,leaf01,192.168.200.7,server02-3,192.168.200.21,2097152,1048576,30,243974347.05,914903801,631839,50,0.0,0.0,6.040793,184224,high,368448,./data/tcp_test_realistic/A/iperf_tcp_sample_000041_leaf01_to_server02-3_A.json
42,tcp,A,leaf01,192.168.200.7,server02-3,192.168.200.21,2097152,1048576,30,241751303.45,906567387,626082,94,0.0,0.0,6.066011,183308,high,366616,./data/tcp_test_realistic/A/iperf_tcp_sample_000042_leaf01_to_server02-3_A.json
43,tcp,A,leaf01,192.168.200.7,server02-4,192.168.200.22,2097152,524288,30,235000000.0,881250000,608598,0,0.0,0.0,6.131592,180115,medium,360230,./data/tcp_test_realistic/A/iperf_tcp_sample_000043_leaf01_to_server02-4_A.json
44,tcp,A,leaf01,192.168.200.7,server02-4,192.168.200.22,2097152,524288,30,206796697.83,775487616,535557,401,0.0,0.0,6.941684,179439,high,358878,./data/tcp_test_realistic/A/iperf_tcp_sample_000044_leaf01_to_server02-4_A.json
45,tcp,A,leaf01,192.168.200.7,server02-4,192.168.200.22,2097152,524288,30,235000000.0,881250000,608598,0,0.0,0.0,6.02827,177080,medium,354160,./data/tcp_test_realistic/A/iperf_tcp_sample_000045_leaf01_to_server02-4_A.json
46,tcp,A,leaf01,192.168.200.7,server03-1,192.168.200.23,2097152,65536,30,235000000.0,881250000,608598,0,0.0,0.0,6.376468,187308,medium,374616,./data/tcp_test_realistic/A/iperf_tcp_sample_000046_leaf01_to_server03-1_A.json
47,tcp,A,leaf01,192.168.200.7,server03-1,192.168.200.23,2097152,65536,30,223165635.62,836871133,577949,215,0.0,0.0,6.423563,179189,high,358378,./data/tcp_test_realistic/A/iperf_tcp_sample_000047_leaf01_to_server03-1_A.json
48,tcp,A,leaf01,192.168.200.7,server03-1,192.168.200.23,2097152,65536,30,235000000.0,881250000,608598,0,0.0,0.0,6.228972,182976,medium,365952,./data/tcp_test_realistic/A/iperf_tcp_sample_000048_leaf01_to_server03-1_A.json
49,tcp,A,leaf01,192.168.200.7,server03-2,192.168.200.24,2097152,65536,30,206903285.23,775887319,535833,408,0.0,0.0,6.937666,179428,high,358856,./data/tcp_test_realistic/A/iperf_tcp_sample_000049_leaf01_to_server03-2_A.json
50,tcp,A,leaf01,192.168.200.7,server03-2,192.168.200.24,2097152,65536,30,208801754.92,783006580,540750,512,0.0,0.0,6.867573,179245,high,358490,./data/tcp_test_realistic/A/iperf_tcp_sample_000050_leaf01_to_server03-2_A.json
51,tcp,A,leaf01,192.168.200.7,server03-2,192.168.200.24,2097152,65536,30,235000000.0,881250000,608598,0,0.0,0.0,6.432433,188952,medium,377904,./data/tcp_test_realistic/A/iperf_tcp_sample_000051_leaf01_to_server03-2_A.json
52,tcp,A,leaf01,192.168.200.7,server03-3,192.168.200.25,2097152,65536,30,232773613.43,872901050,602832,150,0.0,0.0,6.207843,180627,high,361254,./data/tcp_test_realistic/A/iperf_tcp_sample_000052_leaf01_to_server03-3_A.json
53,tcp,A,leaf01,192.168.200.7,server03-3,192.168.200.25,2097152,65536,30,235000000.0,881250000,608598,0,0.0,0.0,6.384577,187546,medium,375092,./data/tcp_test_realistic/A/iperf_tcp_sample_000053_leaf01_to_server03-3_A.json
54,tcp,A,leaf01,192.168.200.7,server03-3,192.168.200.25,2097152,65536,30,235000000.0,881250000,608598,0,0.0,0.0,6.260859,183912,medium,367824,./data/tcp_test_realistic/A/iperf_tcp_sample_000054_leaf01_to_server03-3_A.json
55,tcp,A,leaf01,192.168.200.7,server03-4,192.168.200.26,2097152,131072,30,235000000.0,881250000,608598,0,0.0,0.0,6.57229,193061,medium,386122,./data/tcp_test_realistic/A/iperf_tcp_sample_000055_leaf01_to_server03-4_A.json
56,tcp,A,leaf01,192.168.200.7,server03-4,192.168.200.26,2097152,131072,30,216264511.06,810991916,560077,229,0.0,0.0,6.618291,178912,high,357824,./data/tcp_test_realistic/A/iperf_tcp_sample_000056_leaf01_to_server03-4_A.json
57,tcp,A,leaf01,192.168.200.7,server03-4,192.168.200.26,2097152,131072,30,249941399.0,937280246,647292,50,0.0,0.0,6.000038,187457,high,374914,./data/tcp_test_realistic/A/iperf_tcp_sample_000057_leaf01_to_server03-4_A.json
58,tcp,A,leaf01,192.168.200.7,server04-1,192.168.200.27,2097152,131072,30,213335771.83,800009144,552492,452,0.0,0.0,6.71122,178967,high,357934,./data/tcp_test_realistic/A/iperf_tcp_sample_000058_leaf01_to_server04-1_A.json
59,tcp,A,leaf01,192.168.200.7,server04-1,192.168.200.27,2097152,131072,30,235000000.0,881250000,608598,0,0.0,0.0,6.38337,187511,medium,375022,./data/tcp_test_realistic/A/iperf_tcp_sample_000059_leaf01_to_server04-1_A.json
60,tcp,A,leaf01,192.168.200.7,server04-1,192.168.200.27,2097152,131072,30,239449137.14,897934264,620120,56,0.0,0.0,6.096522,182475,high,364950,./data/tcp_test_realistic/A/iperf_tcp_sample_000060_leaf01_to_server04-1_A.json
61,tcp,A,leaf01,192.168.200.7,server04-2,192.168.200.28,2097152,1048576,30,225680490.51,846301839,584462,218,0.0,0.0,6.3609,179441,high,358882,./data/tcp_test_realistic/A/iperf_tcp_sample_000061_leaf01_to_server04-2_A.json
62,tcp,A,leaf01,192.168.200.7,server04-2,192.168.200.28,2097152,1048576,30,224304586.24,841142198,580899,229,0.0,0.0,6.394639,179293,high,358586,./data/tcp_test_realistic/A/iperf_tcp_sample_000062_leaf01_to_server04-2_A.json
63,tcp,A,leaf01,192.168.200.7,server04-2,192.168.200.28,2097152,1048576,30,235000000.0,881250000,608598,0,0.0,0.0,6.194494,181963,medium,363926,./data/tcp_test_realistic/A/iperf_tcp_sample_000063_leaf01_to_server04-2_A.json
64,tcp,A,leaf01,192.168.200.7,server04-3,192.168.200.29,2097152,1048576,30,235000000.0,881250000,608598,0,0.0,0.0,6.557459,192625,medium,385250,./data/tcp_test_realistic/A/iperf_tcp_sample_000064_leaf01_to_server04-3_A.json
65,tcp,A,leaf01,192.168.200.7,server04-3,192.168.200.29,2097152,1048576,30,216033867.46,810127002,559479,403,0.0,0.0,6.625384,178913,high,357826,./data/tcp_test_realistic/A/iperf_tcp_sample_000065_leaf01_to_server04-3_A.json
66,tcp,A,leaf01,192.168.200.7,server04-3,192.168.200.29,2097152,1048576,30,235000000.0,881250000,608598,0,0.0,0.0,6.034755,177270,medium,354540,./data/tcp_test_realistic/A/iperf_tcp_sample_000066_leaf01_to_server04-3_A.json
67,tcp,A,leaf01,192.168.200.7,server04-4,192.168.200.30,2097152,65536,30,216091095.51,810341608,559628,437,0.0,0.0,6.623621,178913,high,357826,./data/tcp_test_realistic/A/iperf_tcp_sample_000067_leaf01_to_server04-4_A.json
68,tcp,A,leaf01,192.168.200.7,server04-4,192.168.200.30,2097152,65536,30,235000000.0,881250000,608598,0,0.0,0.0,6.291594,184815,medium,369630,./data/tcp_test_realistic/A/iperf_tcp_sample_000068_leaf01_to_server04-4_A.json
69,tcp,A,leaf01,192.168.200.7,server04-4,192.168.200.30,2097152,65536,30,235000000.0,881250000,608598,0,0.0,0.0,6.456361,189655,medium,379310,./data/tcp_test_realistic/A/iperf_tcp_sample_000069_leaf01_to_server04-4_A.json
70,tcp,A,leaf01,192.168.200.7,server05-1,192.168.200.31,2097152,1048576,30,225395695.55,845233858,583725,133,0.0,0.0,6.367776,179408,high,358816,./data/tcp_test_realistic/A/iperf_tcp_sample_000070_leaf01_to_server05-1_A.json
71,tcp,A,leaf01,192.168.200.7,server05-1,192.168.200.31,2097152,1048576,30,235000000.0,881250000,608598,0,0.0,0.0,6.329882,185940,medium,371880,./data/tcp_test_realistic/A/iperf_tcp_sample_000071_leaf01_to_server05-1_A.json
72,tcp,A,leaf01,192.168.200.7,server05-1,192.168.200.31,2097152,1048576,30,235000000.0,881250000,608598,0,0.0,0.0,6.52346,191626,medium,383252,./data/tcp_test_realistic/A/iperf_tcp_sample_000072_leaf01_to_server05-1_A.json
73,tcp,A,leaf01,192.168.200.7,server05-2,192.168.200.32,2097152,131072,30,235000000.0,881250000,608598,0,0.0,0.0,6.127079,179982,medium,359964,./data/tcp_test_realistic/A/iperf_tcp_sample_000073_leaf01_to_server05-2_A.json
74,tcp,A,leaf01,192.168.200.7,server05-2,192.168.200.32,2097152,131072,30,246116235.88,922935884,637386,50,0.0,0.0,6.020902,185230,high,370460,./data/tcp_test_realistic/A/iperf_tcp_sample_000074_leaf01_to_server05-2_A.json
75,tcp,A,leaf01,192.168.200.7,server05-2,192.168.200.32,2097152,131072,30,235000000.0,881250000,608598,0,0.0,0.0,6.18703,181743,medium,363486,./data/tcp_test_realistic/A/iperf_tcp_sample_000075_leaf01_to_server05-2_A.json
76,tcp,A,leaf01,192.168.200.7,server05-3,192.168.200.33,2097152,2097152,30,206976488.94,776161833,536023,455,0.0,0.0,6.934912,179420,high,358840,./data/tcp_test_realistic/A/iperf_tcp_sample_000076_leaf01_to_server05-3_A.json
77,tcp,A,leaf01,192.168.200.7,server05-3,192.168.200.33,2097152,2097152,30,235000000.0,881250000,608598,0,0.0,0.0,6.310546,185372,medium,370744,./data/tcp_test_realistic/A/iperf_tcp_sample_000077_leaf01_to_server05-3_A.json
78,tcp,A,leaf01,192.168.200.7,server05-3,192.168.200.33,2097152,2097152,30,235000000.0,881250000,608598,0,0.0,0.0,6.134818,180210,medium,360420,./data/tcp_test_realistic/A/iperf_tcp_sample_000078_leaf01_to_server05-3_A.json
79,tcp,A,leaf01,192.168.200.7,server05-4,192.168.200.34,2097152,2097152,30,235000000.0,881250000,608598,0,0.0,0.0,6.352985,186618,medium,373236,./data/tcp_test_realistic/A/iperf_tcp_sample_000079_leaf01_to_server05-4_A.json
80,tcp,A,leaf01,192.168.200.7,server05-4,192.168.200.34,2097152,2097152,30,235000000.0,881250000,608598,0,0.0,0.0,6.13213,180131,medium,360262,./data/tcp_test_realistic/A/iperf_tcp_sample_000080_leaf01_to_server05-4_A.json
81,tcp,A,leaf01,192.168.200.7,server05-4,192.168.200.34,2097152,2097152,30,235000000.0,881250000,608598,0,0.0,0.0,6.378662,187373,medium,374746,./data/tcp_test_realistic/A/iperf_tcp_sample_000081_leaf01_to_server05-4_A.json
82,tcp,A,leaf01,192.168.200.7,server06-1,192.168.200.35,2097152,2097152,30,235000000.0,881250000,608598,0,0.0,0.0,6.543252,192208,medium,384416,./data/tcp_test_realistic/A/iperf_tcp_sample_000082_leaf01_to_server06-1_A.json
83,tcp,A,leaf01,192.168.200.7,server06-1,192.168.200.35,2097152,2097152,30,217575266.14,815907248,563471,164,0.0,0.0,6.578709,178920,high,357840,./data/tcp_test_realistic/A/iperf_tcp_sample_000083_leaf01_to_server06-1_A.json
84,tcp,A,leaf01,192.168.200.7,server06-1,192.168.200.35,2097152,2097152,30,235000000.0,881250000,608598,0,0.0,0.0,6.401387,188040,medium,376080,./data/tcp_test_realistic/A/iperf_tcp_sample_000084_leaf01_to_server06-1_A.json
85,tcp,A,leaf01,192.168.200.7,server06-2,192.168.200.36,2097152,1048576,30,235000000.0,881250000,608598,0,0.0,0.0,6.079387,178581,medium,357162,./data/tcp_test_realistic/A/iperf_tcp_sample_000085_leaf01_to_server06-2_A.json
86,tcp,A,leaf01,192.168.200.7,server06-2,192.168.200.36,2097152,1048576,30,211543040.21,793286400,547849,373,0.0,0.0,6.771205,179050,high,358100,./data/tcp_test_realistic/A/iperf_tcp_sample_000086_leaf01_to_server06-2_A.json
87,tcp,A,leaf01,192.168.200.7,server06-2,192.168.200.36,2097152,1048576,30,235000000.0,881250000,608598,0,0.0,0.0,6.470772,190078,medium,380156,./data/tcp_test_realistic/A/iperf_tcp_sample_000087_leaf01_to_server06-2_A.json
88,tcp,A,leaf01,192.168.200.7,server06-3,192.168.200.37,2097152,524288,30,221870980.69,832016177,574596,169,0.0,0.0,6.457538,179092,high,358184,./data/tcp_test_realistic/A/iperf_tcp_sample_000088_leaf01_to_server06-3_A.json
89,tcp,A,leaf01,192.168.200.7,server06-3,192.168.200.37,2097152,524288,30,235000000.0,881250000,608598,0,0.0,0.0,6.258631,183847,medium,367694,./data/tcp_test_realistic/A/iperf_tcp_sample_000089_leaf01_to_server06-3_A.json
90,tcp,A,leaf01,192.168.200.7,server06-3,192.168.200.37,2097152,524288,30,235000000.0,881250000,608598,0,0.0,0.0,6.280215,184481,medium,368962,./data/tcp_test_realistic/A/iperf_tcp_sample_000090_leaf01_to_server06-3_A.json
91,tcp,A,leaf01,192.168.200.7,server06-4,192.168.200.38,2097152,131072,30,228575739.99,857159024,591960,215,0.0,0.0,6.294195,179837,high,359674,./data/tcp_test_realistic/A/iperf_tcp_sample_000091_leaf01_to_server06-4_A.json
92,tcp,A,leaf01,192.168.200.7,server06-4,192.168.200.38,2097152,131072,30,207806418.92,779274070,538172,231,0.0,0.0,6.903975,179336,high,358672,./data/tcp_test_realistic/A/iperf_tcp_sample_000092_leaf01_to_server06-4_A.json
93,tcp,A,leaf01,192.168.200.7,server06-4,192.168.200.38,2097152,131072,30,235000000.0,881250000,608598,0,0.0,0.0,6.203582,182230,medium,364460,./data/tcp_test_realistic/A/iperf_tcp_sample_000093_leaf01_to_server06-4_A.json
94,tcp,A,leaf01,192.168.200.7,server07-1,192.168.200.39,2097152,524288,30,217409964.65,815287367,563043,216,0.0,0.0,6.583633,178918,high,357836,./data/tcp_test_realistic/A/iperf_tcp_sample_000094_leaf01_to_server07-1_A.json
95,tcp,A,leaf01,192.168.200.7,server07-1,192.168.200.39,2097152,524288,30,235000000.0,881250000,608598,0,0.0,0.0,6.269168,184156,medium,368312,./data/tcp_test_realistic/A/iperf_tcp_sample_000095_leaf01_to_server07-1_A.json
96,tcp,A,leaf01,192.168.200.7,server07-1,192.168.200.39,2097152,524288,30,235000000.0,881250000,608598,0,0.0,0.0,6.167127,181159,medium,362318,./data/tcp_test_realistic/A/iperf_tcp_sample_000096_leaf01_to_server07-1_A.json
97,tcp,A,leaf01,192.168.200.7,server07-2,192.168.200.40,2097152,1048576,30,235000000.0,881250000,608598,0,0.0,0.0,6.553959,192522,medium,385044,./data/tcp_test_realistic/A/iperf_tcp_sample_000097_leaf01_to_server07-2_A.json
98,tcp,A,leaf01,192.168.200.7,server07-2,192.168.200.40,2097152,1048576,30,235000000.0,881250000,608598,0,0.0,0.0,6.516809,191431,medium,382862,./data/tcp_test_realistic/A/iperf_tcp_sample_000098_leaf01_to_server07-2_A.json
99,tcp,A,leaf01,192.168.200.7,server07-2,192.168.200.40,2097152,1048576,30,245042440.9,918909153,634605,50,0.0,0.0,6.030293,184709,high,369418,./data/tcp_test_realistic/A/iperf_tcp_sample_000099_leaf01_to_server07-2_A.json
100,tcp,A,leaf01,192.168.200.7,server07-3,192.168.200.41,2097152,262144,30,206665490.01,774995587,535217,533,0.0,0.0,6.946642,179453,high,358906,./data/tcp_test_realistic/A/iperf_tcp_sample_000100_leaf01_to_server07-3_A.json
101,tcp,A,leaf01,192.168.200.7,server07-3,192.168.200.41,2097152,262144,30,208960772.45,783602896,541162,535,0.0,0.0,6.861827,179231,high,358462,./data/tcp_test_realistic/A/iperf_tcp_sample_000101_leaf01_to_server07-3_A.json
102,tcp,A,leaf01,192.168.200.7,server07-3,192.168.200.41,2097152,262144,30,218466187.94,819248204,565779,185,0.0,0.0,6.552505,178937,high,357874,./data/tcp_test_realistic/A/iperf_tcp_sample_000102_leaf01_to_server07-3_A.json
103,tcp,A,leaf01,192.168.200.7,server07-4,192.168.200.42,2097152,65536,30,235000000.0,881250000,608598,0,0.0,0.0,6.128248,180017,medium,360034,./data/tcp_test_realistic/A/iperf_tcp_sample_000103_leaf01_to_server07-4_A.json
104,tcp,A,leaf01,192.168.200.7,server07-4,192.168.200.42,2097152,65536,30,235000000.0,881250000,608598,0,0.0,0.0,6.035181,177283,medium,354566,./data/tcp_test_realistic/A/iperf_tcp_sample_000104_leaf01_to_server07-4_A.json
105,tcp,A,leaf01,192.168.200.7,server07-4,192.168.200.42,2097152,65536,30,235000000.0,881250000,608598,0,0.0,0.0,6.591185,193616,medium,387232,./data/tcp_test_realistic/A/iperf_tcp_sample_000105_leaf01_to_server07-4_A.json
106,tcp,A,leaf01,192.168.200.7,server08-1,192.168.200.43,2097152,131072,30,235000000.0,881250000,608598,0,0.0,0.0,6.470442,190069,medium,380138,./data/tcp_test_realistic/A/iperf_tcp_sample_000106_leaf01_to_server08-1_A.json
107,tcp,A,leaf01,192.168.200.7,server08-1,192.168.200.43,2097152,131072,30,235000000.0,881250000,608598,0,0.0,0.0,6.253804,183705,medium,367410,./data/tcp_test_realistic/A/iperf_tcp_sample_000107_leaf01_to_server08-1_A.json
108,tcp,A,leaf01,192.168.200.7,server08-1,192.168.200.43,2097152,131072,30,209856078.18,786960293,543480,547,0.0,0.0,6.829838,179160,high,358320,./data/tcp_test_realistic/A/iperf_tcp_sample_000108_leaf01_to_server08-1_A.json
109,tcp,A,leaf01,192.168.200.7,server08-2,192.168.200.44,2097152,2097152,30,244515102.36,916931633,633240,54,0.0,0.0,6.035338,184466,high,368932,./data/tcp_test_realistic/A/iperf_tcp_sample_000109_leaf01_to_server08-2_A.json
